config,town,rsu,tick,timestamp,N,K,k_cav_req,n_cav_kept,policy,filter_on,filter_mode,encode_ms,filter_ms,fusion_ms,detection_ms,tracking_ms,prediction_ms,edge_ms,n_dets,n_tracks,n_preds,n_gt,n_gt_inrange,n_gt_occluded,det_tp,det_fp,det_fn,det_tp_occluded,det_tp_visible,det_fn_occluded,det_fn_visible,trk_idsw,pred_ade,deadline_met,peak_alloc_mb,reserved_mb
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,0,000258,27,27,26,26,static,False,none,964.81,0.0,233.04,74.74,8.35,192.01,508.14,34,1,1,48,41,6,16,18,25,2,14,4,21,0,15.54,False,6574.9,6966.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,1,000260,27,27,26,26,static,False,none,1106.62,0.0,235.22,18.2,16.08,90.03,359.52,34,1,1,48,41,6,17,17,24,3,14,3,21,0,15.52,False,7419.4,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,2,000262,27,27,26,26,static,False,none,1096.0,0.0,228.43,23.28,15.13,97.35,364.19,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.56,False,7423.0,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,3,000264,27,27,26,26,static,False,none,1125.19,0.0,229.73,23.41,16.08,94.54,363.75,34,1,1,48,41,5,16,18,25,3,13,2,23,0,15.5,False,7418.8,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,4,000266,27,27,26,26,static,False,none,1109.4,0.0,237.79,26.8,15.3,105.54,385.42,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.51,False,7424.0,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,5,000268,27,27,26,26,static,False,none,1050.28,0.0,223.81,27.74,15.21,66.15,332.92,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.46,False,7415.6,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,6,000270,27,27,26,26,static,False,none,1119.79,0.0,232.16,17.99,15.56,124.01,389.72,34,1,1,48,41,5,16,18,25,3,13,2,23,0,15.43,False,7420.4,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,7,000272,27,27,26,26,static,False,none,1127.23,0.0,228.47,24.9,15.06,85.45,353.88,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.44,False,7417.2,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,8,000274,27,27,26,26,static,False,none,1137.54,0.0,227.96,43.75,14.42,100.57,386.71,32,1,1,48,41,6,15,17,26,3,12,3,23,0,15.47,False,7420.2,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,9,000276,27,27,26,26,static,False,none,1044.82,0.0,229.5,28.13,16.11,77.71,351.46,35,1,1,48,41,6,17,18,24,3,14,3,21,0,15.44,False,7420.5,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,10,000278,27,27,26,26,static,False,none,1103.24,0.0,282.54,21.38,16.51,96.64,417.07,34,1,1,49,41,6,17,17,24,3,14,3,21,0,15.43,False,7422.2,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,11,000280,27,27,26,26,static,False,none,1122.72,0.0,218.09,21.9,14.62,80.28,334.89,31,1,1,49,41,6,16,15,25,3,13,3,22,0,15.41,False,7418.6,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,12,000282,27,27,26,26,static,False,none,971.96,0.0,233.31,24.95,15.6,69.12,342.98,33,1,1,49,41,6,17,16,24,3,14,3,21,0,15.42,False,7421.1,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,13,000284,27,27,26,26,static,False,none,1152.09,0.0,229.0,20.74,15.41,106.15,371.31,32,1,1,49,41,5,16,16,25,2,14,3,22,0,15.38,False,7418.5,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,14,000286,27,27,26,26,static,False,none,1132.41,0.0,226.62,24.08,14.32,74.63,339.66,31,1,1,49,41,5,15,16,26,2,13,3,23,0,15.42,False,7419.3,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,15,000288,27,27,26,26,static,False,none,1043.44,0.0,237.28,22.67,15.78,69.81,345.54,33,1,1,49,41,5,17,16,24,2,15,3,21,0,15.39,False,7417.4,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,16,000290,27,27,26,26,static,False,none,1145.94,0.0,237.63,23.69,15.39,73.1,349.82,32,1,1,49,41,5,16,16,25,2,14,3,22,0,15.4,False,7418.8,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,17,000292,27,27,26,26,static,False,none,1136.82,0.0,228.55,22.61,14.53,92.0,357.69,31,1,1,49,41,5,16,15,25,2,14,3,22,0,15.44,False,7416.0,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,18,000294,27,27,26,26,static,False,none,984.17,0.0,228.78,22.26,14.81,65.1,330.95,32,1,1,49,41,5,16,16,25,2,14,3,22,0,15.44,False,7405.0,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,19,000296,27,27,26,26,static,False,none,1161.73,0.0,226.67,23.46,14.71,69.94,334.78,32,1,1,49,41,5,15,17,26,2,13,3,23,0,15.43,False,7408.7,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,20,000298,27,27,26,26,static,False,none,1178.42,0.0,233.14,17.89,15.95,105.13,372.12,33,1,1,49,41,5,17,16,24,2,15,3,21,0,15.48,False,7406.8,8452.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,21,000300,27,27,26,26,static,False,none,1056.66,0.0,238.92,23.41,15.9,93.6,371.83,33,1,1,49,41,5,17,16,24,2,15,3,21,0,15.43,False,7405.8,8452.0
