config,town,rsu,tick,timestamp,N,K,k_cav_req,n_cav_kept,policy,filter_on,filter_mode,encode_ms,filter_ms,fusion_ms,detection_ms,tracking_ms,prediction_ms,edge_ms,n_dets,n_tracks,n_preds,n_gt,n_gt_inrange,n_gt_occluded,det_tp,det_fp,det_fn,det_tp_occluded,det_tp_visible,det_fn_occluded,det_fn_visible,trk_idsw,pred_ade,deadline_met,peak_alloc_mb,reserved_mb
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,0,000258,27,27,26,26,static,False,none,981.29,0.0,239.85,68.83,8.4,187.15,504.23,34,1,1,48,41,6,16,18,25,2,14,4,21,0,15.54,False,6574.9,6966.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,1,000260,27,27,26,26,static,False,none,1140.02,0.0,227.72,21.75,16.23,82.72,348.42,34,1,1,48,41,6,17,17,24,3,14,3,21,0,15.52,False,7419.4,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,2,000262,27,27,26,26,static,False,none,1137.49,0.0,226.95,23.82,15.81,95.16,361.74,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.56,False,7423.0,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,3,000264,27,27,26,26,static,False,none,1115.26,0.0,258.33,15.36,15.68,88.08,377.45,34,1,1,48,41,5,16,18,25,3,13,2,23,0,15.5,False,7418.8,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,4,000266,27,27,26,26,static,False,none,1141.83,0.0,224.3,20.29,16.15,88.19,348.93,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.51,False,7424.0,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,5,000268,27,27,26,26,static,False,none,1006.41,0.0,239.64,19.16,15.76,110.87,385.43,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.46,False,7415.6,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,6,000270,27,27,26,26,static,False,none,1154.5,0.0,228.27,23.27,15.61,108.97,376.12,34,1,1,48,41,5,16,18,25,3,13,2,23,0,15.43,False,7420.4,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,7,000272,27,27,26,26,static,False,none,1186.7,0.0,213.78,22.0,15.98,73.65,325.41,33,1,1,48,41,5,16,17,25,3,13,2,23,0,15.44,False,7417.2,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,8,000274,27,27,26,26,static,False,none,1129.42,0.0,226.93,23.07,15.1,107.3,372.4,32,1,1,48,41,6,15,17,26,3,12,3,23,0,15.47,False,7420.2,8450.0
static_all,Town10HD__2023_11_15_00_20_38,rsu_40,9,000276,27,27,26,26,static,False,none,995.96,0.0,226.96,23.19,17.0,86.4,353.54,35,1,1,48,41,6,17,18,24,3,14,3,21,0,15.44,False,7420.5,8450.0
