config,town,rsu,tick,timestamp,N,K,k_cav_req,n_cav_kept,policy,filter_on,filter_mode,encode_ms,filter_ms,fusion_ms,detection_ms,tracking_ms,prediction_ms,edge_ms,n_dets,n_tracks,n_preds,n_gt,n_gt_inrange,n_gt_occluded,det_tp,det_fp,det_fn,det_tp_occluded,det_tp_visible,det_fn_occluded,det_fn_visible,trk_idsw,pred_ade,deadline_met,peak_alloc_mb,reserved_mb
static_all,Town05__2023_11_13_23_03_07,rsu_250,0,000258,24,24,23,23,static,False,none,995.86,0.0,206.6,65.26,7.63,0.01,279.5,35,25,0,74,43,4,27,8,16,2,25,2,14,0,,False,5576.8,8498.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,1,000260,24,24,23,23,static,False,none,1106.29,0.0,194.01,26.3,8.11,0.01,228.44,31,27,0,74,43,4,26,5,17,1,25,3,14,0,,False,6342.4,10854.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,2,000262,24,24,23,23,static,False,none,1094.99,0.0,199.93,27.79,8.08,0.01,235.82,32,28,0,74,43,6,26,6,17,2,24,4,13,0,,False,6347.7,13214.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,3,000264,24,24,23,23,static,False,none,1103.37,0.0,199.31,28.84,7.79,0.01,235.95,31,20,0,74,42,6,27,4,15,2,25,4,11,0,,False,6353.4,13214.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,4,000266,24,24,23,23,static,False,none,1108.98,0.0,191.95,30.21,7.78,0.01,229.95,29,21,0,74,42,6,24,5,18,0,24,6,12,0,,False,6353.6,13214.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,5,000268,24,24,23,23,static,False,none,1119.12,0.0,196.23,28.61,7.86,0.01,232.72,29,20,0,74,42,6,24,5,18,1,23,5,13,0,,False,6353.2,13214.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,6,000270,24,24,23,23,static,False,none,1276.0,0.0,195.75,23.03,7.86,0.01,226.66,33,22,0,74,41,6,23,10,18,1,22,5,13,0,,False,6356.4,6752.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,7,000272,24,24,23,23,static,False,none,1105.43,0.0,202.08,28.07,7.67,0.01,237.83,31,23,0,74,41,6,25,6,16,1,24,5,11,0,,False,6362.8,9120.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,8,000274,24,24,23,23,static,False,none,997.56,0.0,193.3,24.17,7.45,0.01,224.93,30,23,0,74,42,7,24,6,18,1,23,6,12,0,,False,6369.4,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,9,000276,24,24,23,23,static,False,none,1116.52,0.0,190.1,21.31,7.56,0.01,218.98,30,23,0,74,42,8,24,6,18,2,22,6,12,0,,False,6367.1,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,10,000278,23,23,22,22,static,False,none,1070.82,0.0,193.03,23.55,8.0,0.01,224.59,31,22,0,74,42,7,25,6,17,3,22,4,13,0,,False,6200.2,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,11,000280,23,23,22,22,static,False,none,1065.85,0.0,187.91,21.91,8.3,0.01,218.14,31,23,0,74,42,7,25,6,17,3,22,4,13,0,,False,6170.5,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,12,000282,23,23,22,22,static,False,none,1069.21,0.0,183.91,23.18,8.26,0.01,215.37,33,25,0,74,42,7,25,8,17,3,22,4,13,0,,False,6169.3,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,13,000284,23,23,22,22,static,False,none,1068.56,0.0,193.62,28.0,8.25,0.01,229.89,32,25,0,74,41,6,28,4,13,4,24,2,11,0,,False,6169.1,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,14,000286,23,23,22,22,static,False,none,940.48,0.0,181.61,22.72,7.99,0.01,212.33,30,22,0,74,41,6,26,4,15,3,23,3,12,0,,False,6163.6,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,15,000288,23,23,22,22,static,False,none,942.46,0.0,193.51,22.35,7.85,0.01,223.72,30,24,0,74,41,6,24,6,17,4,20,2,15,0,,False,6162.9,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,16,000290,23,23,22,22,static,False,none,1074.99,0.0,184.42,25.7,8.51,0.01,218.64,35,24,0,73,41,5,25,10,16,2,23,3,13,0,,False,6163.4,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,17,000292,23,23,22,22,static,False,none,1076.19,0.0,184.38,25.33,9.07,0.01,218.8,35,25,0,74,41,4,26,9,15,3,23,1,14,0,,False,6162.1,11492.0
static_all,Town05__2023_11_13_23_03_07,rsu_250,18,000294,23,23,22,22,static,False,none,1080.04,0.0,195.79,27.72,9.22,0.01,232.73,34,24,0,74,41,4,25,9,16,1,24,3,13,0,,False,6162.4,11492.0
